LOJA;DATA;DIA DA SEMANA;VENDAS DELIVERY BRUTO;VENDAS DELIVERY LIQUIDO;VENDAS BALCAO BRUTO;VENDAS BALCAO LIQUIDO;FATURAMENTO BRUTO;FATURAMENTO LIQUIDO
0021 - BOLOS DO FLAVIO - RECANTO;02/04/2026;Quinta-feira;1235,0;1031,32;4338,0;4338,0;5573,0;5369,32
0021 - BOLOS DO FLAVIO - RECANTO;03/04/2026;Sexta-feira;1671,0;1431,33;3351,0;3351,0;5022,0;4782,33
0021 - BOLOS DO FLAVIO - RECANTO;04/04/2026;Sábado;958,0;801,16;4838,0;4838,0;5796,0;5639,16
0021 - BOLOS DO FLAVIO - RECANTO;06/04/2026;Segunda-feira;592,0;493,03;2448,0;2448,0;3040,0;2941,03
0021 - BOLOS DO FLAVIO - RECANTO;07/04/2026;Terça-feira;713,0;566,91;3129,0;3129,0;3842,0;3695,91
0021 - BOLOS DO FLAVIO - RECANTO;08/04/2026;Quarta-feira;989,0;837,37;2925,0;2925,0;3914,0;3762,37
0021 - BOLOS DO FLAVIO - RECANTO;09/04/2026;Quinta-feira;801,0;666,01;3347,0;3338,8;4148,0;4004,81
0021 - BOLOS DO FLAVIO - RECANTO;10/04/2026;Sexta-feira;997,0;844,25;4371,9;4371,9;5368,9;5216,15
0021 - BOLOS DO FLAVIO - RECANTO;11/04/2026;Sábado;1179,0;1010,52;6402,0;6402,0;7581,0;7412,52
0021 - BOLOS DO FLAVIO - RECANTO;13/04/2026;Segunda-feira;1016,0;870,77;3179,0;3179,0;4195,0;4049,77
0021 - BOLOS DO FLAVIO - RECANTO;14/04/2026;Terça-feira;904,0;775,05;3319,0;3319,0;4223,0;4094,05
0021 - BOLOS DO FLAVIO - RECANTO;15/04/2026;Quarta-feira;928,0;762,37;3619,0;3619,0;4547,0;4381,37
0021 - BOLOS DO FLAVIO - RECANTO;16/04/2026;Quinta-feira;1156,0;985,04;3620,0;3609,5;4776,0;4594,54
0021 - BOLOS DO FLAVIO - RECANTO;17/04/2026;Sexta-feira;1068,0;897,13;4294,0;4294,0;5362,0;5191,13
0021 - BOLOS DO FLAVIO - RECANTO;18/04/2026;Sábado;1029,0;826,26;5310,0;5310,0;6339,0;6136,26
0021 - BOLOS DO FLAVIO - RECANTO;20/04/2026;Segunda-feira;695,0;585,77;4340,0;4340,0;5035,0;4925,77
0021 - BOLOS DO FLAVIO - RECANTO;21/04/2026;Terça-feira;1131,0;954,51;4294,0;4294,0;5425,0;5248,51
0021 - BOLOS DO FLAVIO - RECANTO;22/04/2026;Quarta-feira;870,0;737,63;2968,0;2965,5;3838,0;3703,13
0021 - BOLOS DO FLAVIO - RECANTO;23/04/2026;Quinta-feira;967,0;818,26;3785,0;3785,0;4752,0;4603,26
0021 - BOLOS DO FLAVIO - RECANTO;24/04/2026;Sexta-feira;996,0;845,05;3546,0;3546,0;4542,0;4391,05
0021 - BOLOS DO FLAVIO - RECANTO;25/04/2026;Sábado;1033,0;885,25;5071,0;5071,0;6104,0;5956,25
0021 - BOLOS DO FLAVIO - RECANTO;27/04/2026;Segunda-feira;874,0;744,03;2572,0;2572,0;3446,0;3316,03
0021 - BOLOS DO FLAVIO - RECANTO;28/04/2026;Terça-feira;820,0;678,28;3632,0;3629,4;4452,0;4307,68
0021 - BOLOS DO FLAVIO - RECANTO;29/04/2026;Quarta-feira;839,0;701,55;3733,0;3733,0;4572,0;4434,55
0021 - BOLOS DO FLAVIO - RECANTO;30/04/2026;Quinta-feira;613,0;498,0;3269,0;3263,7;3882,0;3761,7
0022 - BOLOS DO FLAVIO - PONTE ALTA;01/04/2026;Quarta-feira;0,0;0,0;3261,9;3261,9;3261,9;3261,9
0022 - BOLOS DO FLAVIO - PONTE ALTA;02/04/2026;Quinta-feira;3213,0;2792,0;3503,0;3503,0;6716,0;6295,0
0022 - BOLOS DO FLAVIO - PONTE ALTA;04/04/2026;Sábado;0,0;0,0;3070,0;3070,0;3070,0;3070,0
0022 - BOLOS DO FLAVIO - PONTE ALTA;06/04/2026;Segunda-feira;0,0;0,0;2018,0;2018,0;2018,0;2018,0
0022 - BOLOS DO FLAVIO - PONTE ALTA;07/04/2026;Terça-feira;0,0;0,0;2312,0;2312,0;2312,0;2312,0
0022 - BOLOS DO FLAVIO - PONTE ALTA;08/04/2026;Quarta-feira;0,0;0,0;2019,0;2019,0;2019,0;2019,0
0022 - BOLOS DO FLAVIO - PONTE ALTA;09/04/2026;Quinta-feira;0,0;0,0;2379,0;2379,0;2379,0;2379,0
0022 - BOLOS DO FLAVIO - PONTE ALTA;10/04/2026;Sexta-feira;0,0;0,0;3078,0;3078,0;3078,0;3078,0
0022 - BOLOS DO FLAVIO - PONTE ALTA;11/04/2026;Sábado;0,0;0,0;3754,0;3754,0;3754,0;3754,0
0022 - BOLOS DO FLAVIO - PONTE ALTA;13/04/2026;Segunda-feira;0,0;0,0;1869,0;1869,0;1869,0;1869,0
0022 - BOLOS DO FLAVIO - PONTE ALTA;14/04/2026;Terça-feira;0,0;0,0;2151,0;2151,0;2151,0;2151,0
0022 - BOLOS DO FLAVIO - PONTE ALTA;15/04/2026;Quarta-feira;4190,0;3516,63;2862,0;2862,0;7052,0;6378,63
0022 - BOLOS DO FLAVIO - PONTE ALTA;16/04/2026;Quinta-feira;511,0;437,5;2704,0;2704,0;3215,0;3141,5
0022 - BOLOS DO FLAVIO - PONTE ALTA;17/04/2026;Sexta-feira;839,0;749,0;2808,0;2808,0;3647,0;3557,0
0022 - BOLOS DO FLAVIO - PONTE ALTA;18/04/2026;Sábado;805,0;723,05;3132,0;3132,0;3937,0;3855,05
0022 - BOLOS DO FLAVIO - PONTE ALTA;20/04/2026;Segunda-feira;775,0;665,5;3170,0;3170,0;3945,0;3835,5
0022 - BOLOS DO FLAVIO - PONTE ALTA;21/04/2026;Terça-feira;319,0;276,0;2122,0;2122,0;2441,0;2398,0
0022 - BOLOS DO FLAVIO - PONTE ALTA;22/04/2026;Quarta-feira;498,0;410,62;2154,0;2154,0;2652,0;2564,62
0022 - BOLOS DO FLAVIO - PONTE ALTA;23/04/2026;Quinta-feira;567,0;480,0;2783,0;2783,0;3350,0;3263,0
0022 - BOLOS DO FLAVIO - PONTE ALTA;24/04/2026;Sexta-feira;554,0;479,83;2393,0;2393,0;2947,0;2872,83
0022 - BOLOS DO FLAVIO - PONTE ALTA;25/04/2026;Sábado;0,0;0,0;3482,0;3482,0;3482,0;3482,0
0022 - BOLOS DO FLAVIO - PONTE ALTA;27/04/2026;Segunda-feira;1179,0;1022,38;1785,0;1785,0;2964,0;2807,38
0022 - BOLOS DO FLAVIO - PONTE ALTA;28/04/2026;Terça-feira;542,0;459,0;2329,0;2329,0;2871,0;2788,0
0022 - BOLOS DO FLAVIO - PONTE ALTA;29/04/2026;Quarta-feira;556,0;486,0;2576,0;2576,0;3132,0;3062,0
0022 - BOLOS DO FLAVIO - PONTE ALTA;30/04/2026;Quinta-feira;689,0;565,1;2203,0;2203,0;2892,0;2768,1
0023 - BOLOS DO FLAVIO- SAMAMBAIA SUL;01/04/2026;Quarta-feira;1373,0;1233,08;3955,0;3955,0;5328,0;5188,08
0023 - BOLOS DO FLAVIO- SAMAMBAIA SUL;02/04/2026;Quinta-feira;1524,0;1359,11;4643,0;4643,0;6167,0;6002,11
0023 - BOLOS DO FLAVIO- SAMAMBAIA SUL;03/04/2026;Sexta-feira;646,0;591,0;4704,0;4704,0;5350,0;5295,0
0023 - BOLOS DO FLAVIO- SAMAMBAIA SUL;04/04/2026;Sábado;3305,89;3026,06;4574,9;4574,9;7880,79;7600,96
0023 - BOLOS DO FLAVIO- SAMAMBAIA SUL;06/04/2026;Segunda-feira;959,6;884,63;2441,0;2441,0;3400,6;3325,63
0023 - BOLOS DO FLAVIO- SAMAMBAIA SUL;07/04/2026;Terça-feira;720,0;680,0;2872,0;2867,8;3592,0;3547,8
0023 - BOLOS DO FLAVIO- SAMAMBAIA SUL;08/04/2026;Quarta-feira;891,89;856,89;3294,0;3294,0;4185,89;4150,89
0023 - BOLOS DO FLAVIO- SAMAMBAIA SUL;09/04/2026;Quinta-feira;974,0;909,01;2608,0;2605,0;3582,0;3514,01
0023 - BOLOS DO FLAVIO- SAMAMBAIA SUL;10/04/2026;Sexta-feira;1139,9;1099,9;3807,0;3807,0;4946,9;4906,9
0023 - BOLOS DO FLAVIO- SAMAMBAIA SUL;11/04/2026;Sábado;1817,0;1732,01;5230,0;5230,0;7047,0;6962,01
0023 - BOLOS DO FLAVIO- SAMAMBAIA SUL;13/04/2026;Segunda-feira;1204,0;1104,03;2900,0;2900,0;4104,0;4004,03
0023 - BOLOS DO FLAVIO- SAMAMBAIA SUL;14/04/2026;Terça-feira;1372,0;1317,0;2817,0;2817,0;4189,0;4134,0
0023 - BOLOS DO FLAVIO- SAMAMBAIA SUL;15/04/2026;Quarta-feira;1840,6;1639,74;3748,0;3748,0;5588,6;5387,74
0023 - BOLOS DO FLAVIO- SAMAMBAIA SUL;16/04/2026;Quinta-feira;983,9;878,04;3233,0;3233,0;4216,9;4111,04
0023 - BOLOS DO FLAVIO- SAMAMBAIA SUL;17/04/2026;Sexta-feira;1599,5;1367,57;3842,9;3842,9;5442,4;5210,47
0023 - BOLOS DO FLAVIO- SAMAMBAIA SUL;18/04/2026;Sábado;1929,9;1721,95;4563,8;4563,8;6493,7;6285,75
0023 - BOLOS DO FLAVIO- SAMAMBAIA SUL;19/04/2026;Domingo;3818,9;3457,99;4378,9;4378,9;8197,8;7836,89
0023 - BOLOS DO FLAVIO- SAMAMBAIA SUL;20/04/2026;Segunda-feira;2583,0;2348,29;3290,0;3290,0;5873,0;5638,29
0023 - BOLOS DO FLAVIO- SAMAMBAIA SUL;21/04/2026;Terça-feira;2605,9;2347,91;3912,0;3912,0;6517,9;6259,91
0023 - BOLOS DO FLAVIO- SAMAMBAIA SUL;22/04/2026;Quarta-feira;1174,99;987,65;2665,0;2665,0;3839,99;3652,65
0023 - BOLOS DO FLAVIO- SAMAMBAIA SUL;23/04/2026;Quinta-feira;1511,0;1333,04;3118,0;3118,0;4629,0;4451,04
0023 - BOLOS DO FLAVIO- SAMAMBAIA SUL;24/04/2026;Sexta-feira;1183,0;1004,0;3392,0;3392,0;4575,0;4396,0
0023 - BOLOS DO FLAVIO- SAMAMBAIA SUL;25/04/2026;Sábado;2468,7;2119,26;4329,0;4329,0;6797,7;6448,26
0023 - BOLOS DO FLAVIO- SAMAMBAIA SUL;26/04/2026;Domingo;2528,4;2240,4;3887,0;3887,0;6415,4;6127,4
0023 - BOLOS DO FLAVIO- SAMAMBAIA SUL;27/04/2026;Segunda-feira;1277,4;1147,46;2507,0;2507,0;3784,4;3654,46
0023 - BOLOS DO FLAVIO- SAMAMBAIA SUL;28/04/2026;Terça-feira;1135,2;960,3;2789,0;2789,0;3924,2;3749,3
0023 - BOLOS DO FLAVIO- SAMAMBAIA SUL;29/04/2026;Quarta-feira;1912,2;1614,08;3089,0;3089,0;5001,2;4703,08
0023 - BOLOS DO FLAVIO- SAMAMBAIA SUL;30/04/2026;Quinta-feira;1854,9;1690,96;3181,0;3181,0;5035,9;4871,96
0024 - BOLOS DO FLAVIO - SIA;17/04/2026;Sexta-feira;0,0;0,0;26,0;0,01;26,0;0,01
1001 - BOLOS DO FLAVIO - TAGUATINGA;01/04/2026;Quarta-feira;0,0;0,0;9444,8;9444,8;9444,8;9444,8
1001 - BOLOS DO FLAVIO - TAGUATINGA;02/04/2026;Quinta-feira;0,0;0,0;9125,9;9125,9;9125,9;9125,9
1001 - BOLOS DO FLAVIO - TAGUATINGA;03/04/2026;Sexta-feira;0,0;0,0;6514,9;6514,9;6514,9;6514,9
1001 - BOLOS DO FLAVIO - TAGUATINGA;04/04/2026;Sábado;0,0;0,0;9522,8;9522,8;9522,8;9522,8
1001 - BOLOS DO FLAVIO - TAGUATINGA;05/04/2026;Domingo;0,0;0,0;6510,0;6510,0;6510,0;6510,0
1001 - BOLOS DO FLAVIO - TAGUATINGA;06/04/2026;Segunda-feira;0,0;0,0;5676,0;5676,0;5676,0;5676,0
1001 - BOLOS DO FLAVIO - TAGUATINGA;07/04/2026;Terça-feira;0,0;0,0;5660,9;5660,9;5660,9;5660,9
1001 - BOLOS DO FLAVIO - TAGUATINGA;08/04/2026;Quarta-feira;0,0;0,0;6394,0;6394,0;6394,0;6394,0
1001 - BOLOS DO FLAVIO - TAGUATINGA;09/04/2026;Quinta-feira;0,0;0,0;7060,0;7060,0;7060,0;7060,0
1001 - BOLOS DO FLAVIO - TAGUATINGA;10/04/2026;Sexta-feira;0,0;0,0;8858,9;8858,9;8858,9;8858,9
1001 - BOLOS DO FLAVIO - TAGUATINGA;11/04/2026;Sábado;0,0;0,0;9996,0;9996,0;9996,0;9996,0
1001 - BOLOS DO FLAVIO - TAGUATINGA;12/04/2026;Domingo;0,0;0,0;7149,9;7149,9;7149,9;7149,9
1001 - BOLOS DO FLAVIO - TAGUATINGA;13/04/2026;Segunda-feira;0,0;0,0;5804,9;5804,9;5804,9;5804,9
1001 - BOLOS DO FLAVIO - TAGUATINGA;14/04/2026;Terça-feira;0,0;0,0;6726,8;6726,8;6726,8;6726,8
1001 - BOLOS DO FLAVIO - TAGUATINGA;15/04/2026;Quarta-feira;0,0;0,0;7248,9;7248,9;7248,9;7248,9
1001 - BOLOS DO FLAVIO - TAGUATINGA;16/04/2026;Quinta-feira;0,0;0,0;7054,8;7054,8;7054,8;7054,8
1001 - BOLOS DO FLAVIO - TAGUATINGA;17/04/2026;Sexta-feira;0,0;0,0;7546,8;7546,8;7546,8;7546,8
1001 - BOLOS DO FLAVIO - TAGUATINGA;18/04/2026;Sábado;0,0;0,0;9732,8;9732,8;9732,8;9732,8
1001 - BOLOS DO FLAVIO - TAGUATINGA;19/04/2026;Domingo;0,0;0,0;6028,9;6028,9;6028,9;6028,9
1001 - BOLOS DO FLAVIO - TAGUATINGA;20/04/2026;Segunda-feira;0,0;0,0;6848,0;6848,0;6848,0;6848,0
1001 - BOLOS DO FLAVIO - TAGUATINGA;21/04/2026;Terça-feira;0,0;0,0;6656,9;6656,9;6656,9;6656,9
1001 - BOLOS DO FLAVIO - TAGUATINGA;22/04/2026;Quarta-feira;0,0;0,0;5738,0;5738,0;5738,0;5738,0
1001 - BOLOS DO FLAVIO - TAGUATINGA;23/04/2026;Quinta-feira;0,0;0,0;7084,9;7084,9;7084,9;7084,9
1001 - BOLOS DO FLAVIO - TAGUATINGA;24/04/2026;Sexta-feira;0,0;0,0;7429,0;7429,0;7429,0;7429,0
1001 - BOLOS DO FLAVIO - TAGUATINGA;25/04/2026;Sábado;0,0;0,0;10015,8;10015,8;10015,8;10015,8
1001 - BOLOS DO FLAVIO - TAGUATINGA;26/04/2026;Domingo;0,0;0,0;6363,8;6363,8;6363,8;6363,8
1001 - BOLOS DO FLAVIO - TAGUATINGA;27/04/2026;Segunda-feira;0,0;0,0;4549,0;4549,0;4549,0;4549,0
1001 - BOLOS DO FLAVIO - TAGUATINGA;28/04/2026;Terça-feira;0,0;0,0;5151,9;5151,9;5151,9;5151,9
1001 - BOLOS DO FLAVIO - TAGUATINGA;29/04/2026;Quarta-feira;0,0;0,0;8454,9;8454,9;8454,9;8454,9
1001 - BOLOS DO FLAVIO - TAGUATINGA;30/04/2026;Quinta-feira;0,0;0,0;8890,0;8890,0;8890,0;8890,0
1002 - BOLOS DO FLAVIO - SUDOESTE 1;01/04/2026;Quarta-feira;0,0;0,0;8971,4;8971,4;8971,4;8971,4
1002 - BOLOS DO FLAVIO - SUDOESTE 1;02/04/2026;Quinta-feira;0,0;0,0;9817,8;9817,8;9817,8;9817,8
1002 - BOLOS DO FLAVIO - SUDOESTE 1;03/04/2026;Sexta-feira;0,0;0,0;5667,9;5667,9;5667,9;5667,9
1002 - BOLOS DO FLAVIO - SUDOESTE 1;04/04/2026;Sábado;0,0;0,0;7839,9;7839,9;7839,9;7839,9
1002 - BOLOS DO FLAVIO - SUDOESTE 1;05/04/2026;Domingo;0,0;0,0;4520,8;4520,8;4520,8;4520,8
1002 - BOLOS DO FLAVIO - SUDOESTE 1;06/04/2026;Segunda-feira;0,0;0,0;5190,6;5190,6;5190,6;5190,6
1002 - BOLOS DO FLAVIO - SUDOESTE 1;07/04/2026;Terça-feira;0,0;0,0;5728,9;5728,9;5728,9;5728,9
1002 - BOLOS DO FLAVIO - SUDOESTE 1;08/04/2026;Quarta-feira;0,0;0,0;5686,0;5686,0;5686,0;5686,0
1002 - BOLOS DO FLAVIO - SUDOESTE 1;09/04/2026;Quinta-feira;0,0;0,0;6424,7;6424,7;6424,7;6424,7
1002 - BOLOS DO FLAVIO - SUDOESTE 1;10/04/2026;Sexta-feira;0,0;0,0;8290,7;8290,7;8290,7;8290,7
1002 - BOLOS DO FLAVIO - SUDOESTE 1;11/04/2026;Sábado;0,0;0,0;9296,6;9296,6;9296,6;9296,6
1002 - BOLOS DO FLAVIO - SUDOESTE 1;12/04/2026;Domingo;0,0;0,0;5338,0;5338,0;5338,0;5338,0
1002 - BOLOS DO FLAVIO - SUDOESTE 1;13/04/2026;Segunda-feira;0,0;0,0;5523,9;5523,9;5523,9;5523,9
1002 - BOLOS DO FLAVIO - SUDOESTE 1;14/04/2026;Terça-feira;0,0;0,0;5841,6;5841,6;5841,6;5841,6
1002 - BOLOS DO FLAVIO - SUDOESTE 1;15/04/2026;Quarta-feira;0,0;0,0;5674,8;5674,8;5674,8;5674,8
1002 - BOLOS DO FLAVIO - SUDOESTE 1;16/04/2026;Quinta-feira;0,0;0,0;7804,9;7804,9;7804,9;7804,9
1002 - BOLOS DO FLAVIO - SUDOESTE 1;17/04/2026;Sexta-feira;0,0;0,0;8586,8;8586,8;8586,8;8586,8
1002 - BOLOS DO FLAVIO - SUDOESTE 1;18/04/2026;Sábado;0,0;0,0;6869,8;6869,8;6869,8;6869,8
1002 - BOLOS DO FLAVIO - SUDOESTE 1;19/04/2026;Domingo;0,0;0,0;5261,7;5261,7;5261,7;5261,7
1002 - BOLOS DO FLAVIO - SUDOESTE 1;20/04/2026;Segunda-feira;0,0;0,0;6390,9;6390,9;6390,9;6390,9
1002 - BOLOS DO FLAVIO - SUDOESTE 1;21/04/2026;Terça-feira;0,0;0,0;5318,6;5318,6;5318,6;5318,6
1002 - BOLOS DO FLAVIO - SUDOESTE 1;22/04/2026;Quarta-feira;0,0;0,0;4567,9;4567,9;4567,9;4567,9
1002 - BOLOS DO FLAVIO - SUDOESTE 1;23/04/2026;Quinta-feira;0,0;0,0;5490,0;5490,0;5490,0;5490,0
1002 - BOLOS DO FLAVIO - SUDOESTE 1;24/04/2026;Sexta-feira;0,0;0,0;7871,9;7871,9;7871,9;7871,9
1002 - BOLOS DO FLAVIO - SUDOESTE 1;25/04/2026;Sábado;0,0;0,0;7478,7;7478,7;7478,7;7478,7
1002 - BOLOS DO FLAVIO - SUDOESTE 1;26/04/2026;Domingo;0,0;0,0;5979,8;5979,8;5979,8;5979,8
1002 - BOLOS DO FLAVIO - SUDOESTE 1;27/04/2026;Segunda-feira;0,0;0,0;5242,7;5242,7;5242,7;5242,7
1002 - BOLOS DO FLAVIO - SUDOESTE 1;28/04/2026;Terça-feira;0,0;0,0;5891,6;5891,6;5891,6;5891,6
1002 - BOLOS DO FLAVIO - SUDOESTE 1;29/04/2026;Quarta-feira;0,0;0,0;6830,9;6830,9;6830,9;6830,9
1002 - BOLOS DO FLAVIO - SUDOESTE 1;30/04/2026;Quinta-feira;0,0;0,0;7804,7;7804,7;7804,7;7804,7
1003 - BOLOS DO FLAVIO - SUDOESTE 2;01/04/2026;Quarta-feira;0,0;0,0;5983,8;5983,8;5983,8;5983,8
1003 - BOLOS DO FLAVIO - SUDOESTE 2;02/04/2026;Quinta-feira;0,0;0,0;7739,9;7739,9;7739,9;7739,9
1003 - BOLOS DO FLAVIO - SUDOESTE 2;03/04/2026;Sexta-feira;0,0;0,0;4227,7;4227,7;4227,7;4227,7
1003 - BOLOS DO FLAVIO - SUDOESTE 2;04/04/2026;Sábado;0,0;0,0;5982,9;5982,9;5982,9;5982,9
1003 - BOLOS DO FLAVIO - SUDOESTE 2;05/04/2026;Domingo;0,0;0,0;3354,0;3354,0;3354,0;3354,0
1003 - BOLOS DO FLAVIO - SUDOESTE 2;06/04/2026;Segunda-feira;0,0;0,0;4216,9;4216,9;4216,9;4216,9
1003 - BOLOS DO FLAVIO - SUDOESTE 2;07/04/2026;Terça-feira;0,0;0,0;4553,9;4553,9;4553,9;4553,9
1003 - BOLOS DO FLAVIO - SUDOESTE 2;08/04/2026;Quarta-feira;0,0;0,0;4768,0;4768,0;4768,0;4768,0
1003 - BOLOS DO FLAVIO - SUDOESTE 2;09/04/2026;Quinta-feira;0,0;0,0;4506,9;4506,9;4506,9;4506,9
1003 - BOLOS DO FLAVIO - SUDOESTE 2;10/04/2026;Sexta-feira;0,0;0,0;7007,0;7007,0;7007,0;7007,0
1003 - BOLOS DO FLAVIO - SUDOESTE 2;11/04/2026;Sábado;0,0;0,0;7046,8;7046,8;7046,8;7046,8
1003 - BOLOS DO FLAVIO - SUDOESTE 2;12/04/2026;Domingo;0,0;0,0;2858,9;2858,9;2858,9;2858,9
1003 - BOLOS DO FLAVIO - SUDOESTE 2;13/04/2026;Segunda-feira;0,0;0,0;4321,8;4321,8;4321,8;4321,8
1003 - BOLOS DO FLAVIO - SUDOESTE 2;14/04/2026;Terça-feira;0,0;0,0;5296,0;5296,0;5296,0;5296,0
1003 - BOLOS DO FLAVIO - SUDOESTE 2;15/04/2026;Quarta-feira;0,0;0,0;3832,0;3832,0;3832,0;3832,0
1003 - BOLOS DO FLAVIO - SUDOESTE 2;16/04/2026;Quinta-feira;0,0;0,0;5757,9;5757,9;5757,9;5757,9
1003 - BOLOS DO FLAVIO - SUDOESTE 2;17/04/2026;Sexta-feira;0,0;0,0;7847,9;7847,9;7847,9;7847,9
1003 - BOLOS DO FLAVIO - SUDOESTE 2;18/04/2026;Sábado;0,0;0,0;8454,8;8454,8;8454,8;8454,8
1003 - BOLOS DO FLAVIO - SUDOESTE 2;19/04/2026;Domingo;0,0;0,0;4258,8;4258,8;4258,8;4258,8
1003 - BOLOS DO FLAVIO - SUDOESTE 2;20/04/2026;Segunda-feira;0,0;0,0;6264,6;6264,6;6264,6;6264,6
1003 - BOLOS DO FLAVIO - SUDOESTE 2;21/04/2026;Terça-feira;0,0;0,0;4886,8;4886,8;4886,8;4886,8
1003 - BOLOS DO FLAVIO - SUDOESTE 2;22/04/2026;Quarta-feira;0,0;0,0;5353,0;5353,0;5353,0;5353,0
1003 - BOLOS DO FLAVIO - SUDOESTE 2;23/04/2026;Quinta-feira;0,0;0,0;6367,9;6367,9;6367,9;6367,9
1003 - BOLOS DO FLAVIO - SUDOESTE 2;24/04/2026;Sexta-feira;0,0;0,0;7235,0;7235,0;7235,0;7235,0
1003 - BOLOS DO FLAVIO - SUDOESTE 2;25/04/2026;Sábado;0,0;0,0;6819,0;6819,0;6819,0;6819,0
1003 - BOLOS DO FLAVIO - SUDOESTE 2;26/04/2026;Domingo;0,0;0,0;1738,0;1738,0;1738,0;1738,0
1003 - BOLOS DO FLAVIO - SUDOESTE 2;27/04/2026;Segunda-feira;0,0;0,0;4762,9;4762,9;4762,9;4762,9
1003 - BOLOS DO FLAVIO - SUDOESTE 2;28/04/2026;Terça-feira;0,0;0,0;5749,4;5749,4;5749,4;5749,4
1003 - BOLOS DO FLAVIO - SUDOESTE 2;29/04/2026;Quarta-feira;0,0;0,0;5236,0;5236,0;5236,0;5236,0
1003 - BOLOS DO FLAVIO - SUDOESTE 2;30/04/2026;Quinta-feira;0,0;0,0;7847,0;7847,0;7847,0;7847,0
1004 - BOLOS DO FLAVIO - VIC. PIRES;01/04/2026;Quarta-feira;0,0;0,0;3847,0;3847,0;3847,0;3847,0
1004 - BOLOS DO FLAVIO - VIC. PIRES;02/04/2026;Quinta-feira;0,0;0,0;5002,0;5002,0;5002,0;5002,0
1004 - BOLOS DO FLAVIO - VIC. PIRES;03/04/2026;Sexta-feira;0,0;0,0;4252,9;4252,9;4252,9;4252,9
1004 - BOLOS DO FLAVIO - VIC. PIRES;04/04/2026;Sábado;0,0;0,0;4066,0;4066,0;4066,0;4066,0
1004 - BOLOS DO FLAVIO - VIC. PIRES;05/04/2026;Domingo;0,0;0,0;3502,1;3502,1;3502,1;3502,1
1004 - BOLOS DO FLAVIO - VIC. PIRES;06/04/2026;Segunda-feira;0,0;0,0;2614,0;2614,0;2614,0;2614,0
1004 - BOLOS DO FLAVIO - VIC. PIRES;07/04/2026;Terça-feira;0,0;0,0;4172,9;4172,9;4172,9;4172,9
1004 - BOLOS DO FLAVIO - VIC. PIRES;08/04/2026;Quarta-feira;0,0;0,0;2146,0;2146,0;2146,0;2146,0
1004 - BOLOS DO FLAVIO - VIC. PIRES;09/04/2026;Quinta-feira;0,0;0,0;2608,0;2608,0;2608,0;2608,0
1004 - BOLOS DO FLAVIO - VIC. PIRES;10/04/2026;Sexta-feira;0,0;0,0;4548,0;4548,0;4548,0;4548,0
1004 - BOLOS DO FLAVIO - VIC. PIRES;11/04/2026;Sábado;0,0;0,0;5779,0;5779,0;5779,0;5779,0
1004 - BOLOS DO FLAVIO - VIC. PIRES;12/04/2026;Domingo;0,0;0,0;2905,0;2905,0;2905,0;2905,0
1004 - BOLOS DO FLAVIO - VIC. PIRES;13/04/2026;Segunda-feira;0,0;0,0;3213,9;3213,9;3213,9;3213,9
1004 - BOLOS DO FLAVIO - VIC. PIRES;14/04/2026;Terça-feira;0,0;0,0;3104,0;3104,0;3104,0;3104,0
1004 - BOLOS DO FLAVIO - VIC. PIRES;15/04/2026;Quarta-feira;0,0;0,0;4001,8;4001,8;4001,8;4001,8
1004 - BOLOS DO FLAVIO - VIC. PIRES;16/04/2026;Quinta-feira;0,0;0,0;4547,0;4547,0;4547,0;4547,0
1004 - BOLOS DO FLAVIO - VIC. PIRES;17/04/2026;Sexta-feira;0,0;0,0;3883,0;3883,0;3883,0;3883,0
1004 - BOLOS DO FLAVIO - VIC. PIRES;18/04/2026;Sábado;0,0;0,0;5491,8;5491,8;5491,8;5491,8
1004 - BOLOS DO FLAVIO - VIC. PIRES;19/04/2026;Domingo;0,0;0,0;4126,9;4126,9;4126,9;4126,9
1004 - BOLOS DO FLAVIO - VIC. PIRES;20/04/2026;Segunda-feira;0,0;0,0;3832,0;3832,0;3832,0;3832,0
1004 - BOLOS DO FLAVIO - VIC. PIRES;21/04/2026;Terça-feira;0,0;0,0;2965,0;2965,0;2965,0;2965,0
1004 - BOLOS DO FLAVIO - VIC. PIRES;22/04/2026;Quarta-feira;0,0;0,0;4753,0;4753,0;4753,0;4753,0
1004 - BOLOS DO FLAVIO - VIC. PIRES;23/04/2026;Quinta-feira;0,0;0,0;4751,9;4751,9;4751,9;4751,9
1004 - BOLOS DO FLAVIO - VIC. PIRES;24/04/2026;Sexta-feira;0,0;0,0;5546,0;5546,0;5546,0;5546,0
1004 - BOLOS DO FLAVIO - VIC. PIRES;25/04/2026;Sábado;0,0;0,0;6160,9;6160,9;6160,9;6160,9
1004 - BOLOS DO FLAVIO - VIC. PIRES;26/04/2026;Domingo;0,0;0,0;4886,0;4886,0;4886,0;4886,0
1004 - BOLOS DO FLAVIO - VIC. PIRES;27/04/2026;Segunda-feira;0,0;0,0;3827,9;3827,9;3827,9;3827,9
1004 - BOLOS DO FLAVIO - VIC. PIRES;28/04/2026;Terça-feira;0,0;0,0;4094,0;4094,0;4094,0;4094,0
1004 - BOLOS DO FLAVIO - VIC. PIRES;29/04/2026;Quarta-feira;0,0;0,0;4357,0;4357,0;4357,0;4357,0
