LOJA;DATA;DIA DA SEMANA;VENDAS DELIVERY BRUTO;VENDAS DELIVERY LIQUIDO;VENDAS BALCAO BRUTO;VENDAS BALCAO LIQUIDO;FATURAMENTO BRUTO;FATURAMENTO LIQUIDO
0010 - BOLO DO FLAVIO-JARDIM BOTANICO;27/04/2026;Segunda-feira;1336,9;1218,94;6308,0;6308,0;7644,9;7526,94
0010 - BOLO DO FLAVIO-JARDIM BOTANICO;28/04/2026;Terça-feira;1535,0;1403,16;7014,8;7014,8;8549,8;8417,96
0010 - BOLO DO FLAVIO-JARDIM BOTANICO;29/04/2026;Quarta-feira;1148,9;1024,28;6828,7;6828,7;7977,6;7852,98
0010 - BOLO DO FLAVIO-JARDIM BOTANICO;30/04/2026;Quinta-feira;1928,0;1787,54;9801,8;9801,8;11729,8;11589,34
0011 - BOLOS DO FLAVIO - CONTAINER;01/04/2026;Quarta-feira;0,0;0,0;7753,0;7753,0;7753,0;7753,0
0011 - BOLOS DO FLAVIO - CONTAINER;02/04/2026;Quinta-feira;0,0;0,0;8824,0;8824,0;8824,0;8824,0
0011 - BOLOS DO FLAVIO - CONTAINER;03/04/2026;Sexta-feira;0,0;0,0;7788,0;7788,0;7788,0;7788,0
0011 - BOLOS DO FLAVIO - CONTAINER;04/04/2026;Sábado;0,0;0,0;8634,9;8634,9;8634,9;8634,9
0011 - BOLOS DO FLAVIO - CONTAINER;05/04/2026;Domingo;0,0;0,0;5408,0;5408,0;5408,0;5408,0
0011 - BOLOS DO FLAVIO - CONTAINER;06/04/2026;Segunda-feira;0,0;0,0;5374,0;5374,0;5374,0;5374,0
0011 - BOLOS DO FLAVIO - CONTAINER;07/04/2026;Terça-feira;0,0;0,0;5696,0;5696,0;5696,0;5696,0
0011 - BOLOS DO FLAVIO - CONTAINER;08/04/2026;Quarta-feira;0,0;0,0;5374,0;5374,0;5374,0;5374,0
0011 - BOLOS DO FLAVIO - CONTAINER;09/04/2026;Quinta-feira;0,0;0,0;6489,0;6489,0;6489,0;6489,0
0011 - BOLOS DO FLAVIO - CONTAINER;10/04/2026;Sexta-feira;0,0;0,0;7355,0;7355,0;7355,0;7355,0
0011 - BOLOS DO FLAVIO - CONTAINER;11/04/2026;Sábado;0,0;0,0;8580,0;8580,0;8580,0;8580,0
0011 - BOLOS DO FLAVIO - CONTAINER;12/04/2026;Domingo;0,0;0,0;6115,8;6115,8;6115,8;6115,8
0011 - BOLOS DO FLAVIO - CONTAINER;13/04/2026;Segunda-feira;0,0;0,0;6388,0;6388,0;6388,0;6388,0
0011 - BOLOS DO FLAVIO - CONTAINER;14/04/2026;Terça-feira;0,0;0,0;5656,8;5656,8;5656,8;5656,8
0011 - BOLOS DO FLAVIO - CONTAINER;15/04/2026;Quarta-feira;0,0;0,0;7137,0;7127,1;7137,0;7127,1
0011 - BOLOS DO FLAVIO - CONTAINER;16/04/2026;Quinta-feira;0,0;0,0;6925,0;6925,0;6925,0;6925,0
0011 - BOLOS DO FLAVIO - CONTAINER;17/04/2026;Sexta-feira;0,0;0,0;8331,9;8331,9;8331,9;8331,9
0011 - BOLOS DO FLAVIO - CONTAINER;18/04/2026;Sábado;0,0;0,0;8896,0;8896,0;8896,0;8896,0
0011 - BOLOS DO FLAVIO - CONTAINER;19/04/2026;Domingo;0,0;0,0;5900,0;5900,0;5900,0;5900,0
0011 - BOLOS DO FLAVIO - CONTAINER;20/04/2026;Segunda-feira;0,0;0,0;7743,8;7743,8;7743,8;7743,8
0011 - BOLOS DO FLAVIO - CONTAINER;21/04/2026;Terça-feira;0,0;0,0;7726,0;7726,0;7726,0;7726,0
0011 - BOLOS DO FLAVIO - CONTAINER;22/04/2026;Quarta-feira;0,0;0,0;6126,0;6126,0;6126,0;6126,0
0011 - BOLOS DO FLAVIO - CONTAINER;23/04/2026;Quinta-feira;0,0;0,0;6229,0;6229,0;6229,0;6229,0
0011 - BOLOS DO FLAVIO - CONTAINER;24/04/2026;Sexta-feira;0,0;0,0;7019,0;7019,0;7019,0;7019,0
0011 - BOLOS DO FLAVIO - CONTAINER;25/04/2026;Sábado;0,0;0,0;9257,8;9242,81;9257,8;9242,81
0011 - BOLOS DO FLAVIO - CONTAINER;26/04/2026;Domingo;0,0;0,0;6154,8;6154,8;6154,8;6154,8
0011 - BOLOS DO FLAVIO - CONTAINER;27/04/2026;Segunda-feira;0,0;0,0;5552,9;5525,32;5552,9;5525,32
0011 - BOLOS DO FLAVIO - CONTAINER;28/04/2026;Terça-feira;0,0;0,0;6425,0;6425,0;6425,0;6425,0
0011 - BOLOS DO FLAVIO - CONTAINER;29/04/2026;Quarta-feira;0,0;0,0;7246,9;7246,9;7246,9;7246,9
0011 - BOLOS DO FLAVIO - CONTAINER;30/04/2026;Quinta-feira;0,0;0,0;7935,9;7921,0;7935,9;7921,0
0014 - BOLOS DO FLAVIO - LOJA FABRICA;01/04/2026;Quarta-feira;876,0;719,2;4719,0;4686,3;5595,0;5405,5
0014 - BOLOS DO FLAVIO - LOJA FABRICA;02/04/2026;Quinta-feira;894,0;794,03;5329,0;5278,6;6223,0;6072,63
0014 - BOLOS DO FLAVIO - LOJA FABRICA;03/04/2026;Sexta-feira;237,0;184,13;2753,0;2741,1;2990,0;2925,23
0014 - BOLOS DO FLAVIO - LOJA FABRICA;04/04/2026;Sábado;935,0;815,03;4146,0;4146,0;5081,0;4961,03
0014 - BOLOS DO FLAVIO - LOJA FABRICA;06/04/2026;Segunda-feira;316,0;247,0;3015,0;3015,0;3331,0;3262,0
0014 - BOLOS DO FLAVIO - LOJA FABRICA;07/04/2026;Terça-feira;694,0;575,54;3323,0;3307,8;4017,0;3883,34
0014 - BOLOS DO FLAVIO - LOJA FABRICA;08/04/2026;Quarta-feira;825,0;658,75;3412,0;3378,7;4237,0;4037,45
0014 - BOLOS DO FLAVIO - LOJA FABRICA;09/04/2026;Quinta-feira;582,0;477,0;3238,0;3214,2;3820,0;3691,2
0014 - BOLOS DO FLAVIO - LOJA FABRICA;10/04/2026;Sexta-feira;604,0;513,75;4026,0;4005,4;4630,0;4519,15
0014 - BOLOS DO FLAVIO - LOJA FABRICA;11/04/2026;Sábado;876,0;719,5;3827,0;3750,2;4703,0;4469,7
0014 - BOLOS DO FLAVIO - LOJA FABRICA;13/04/2026;Segunda-feira;930,0;766,45;3507,0;3488,0;4437,0;4254,45
0014 - BOLOS DO FLAVIO - LOJA FABRICA;14/04/2026;Terça-feira;1210,0;1022,94;3063,9;3055,3;4273,9;4078,24
0014 - BOLOS DO FLAVIO - LOJA FABRICA;15/04/2026;Quarta-feira;1526,9;1322,68;3768,0;3764,2;5294,9;5086,88
0014 - BOLOS DO FLAVIO - LOJA FABRICA;16/04/2026;Quinta-feira;726,0;615,02;4547,0;4533,0;5273,0;5148,02
0014 - BOLOS DO FLAVIO - LOJA FABRICA;17/04/2026;Sexta-feira;1066,0;883,36;4505,0;4492,2;5571,0;5375,56
0014 - BOLOS DO FLAVIO - LOJA FABRICA;18/04/2026;Sábado;913,0;755,29;4119,9;4098,3;5032,9;4853,59
0014 - BOLOS DO FLAVIO - LOJA FABRICA;20/04/2026;Segunda-feira;1221,0;1024,08;3714,9;3659,92;4935,9;4684,0
0014 - BOLOS DO FLAVIO - LOJA FABRICA;21/04/2026;Terça-feira;255,0;195,04;2906,9;2906,9;3161,9;3101,94
0014 - BOLOS DO FLAVIO - LOJA FABRICA;22/04/2026;Quarta-feira;883,0;711,6;3508,0;3481,2;4391,0;4192,8
0014 - BOLOS DO FLAVIO - LOJA FABRICA;23/04/2026;Quinta-feira;562,0;477,14;3976,0;3948,0;4538,0;4425,14
0014 - BOLOS DO FLAVIO - LOJA FABRICA;24/04/2026;Sexta-feira;868,0;732,08;3684,9;3677,9;4552,9;4409,98
0014 - BOLOS DO FLAVIO - LOJA FABRICA;25/04/2026;Sábado;1210,0;1047,76;3861,0;3858,0;5071,0;4905,76
0014 - BOLOS DO FLAVIO - LOJA FABRICA;27/04/2026;Segunda-feira;1083,0;913,07;2939,9;2922,1;4022,9;3835,17
0014 - BOLOS DO FLAVIO - LOJA FABRICA;28/04/2026;Terça-feira;898,0;754,75;3586,0;3574,4;4484,0;4329,15
0014 - BOLOS DO FLAVIO - LOJA FABRICA;29/04/2026;Quarta-feira;1424,9;1243,65;3017,9;3016,9;4442,8;4260,55
0014 - BOLOS DO FLAVIO - LOJA FABRICA;30/04/2026;Quinta-feira;955,99;809,51;4531,0;4507,6;5486,99;5317,11
0016 - BOLOS DO FLAVIO - LOJA EPNB;01/04/2026;Quarta-feira;770,0;618,17;2654,0;2654,0;3424,0;3272,17
0016 - BOLOS DO FLAVIO - LOJA EPNB;02/04/2026;Quinta-feira;1220,0;1116,03;4159,0;4159,0;5379,0;5275,03
0016 - BOLOS DO FLAVIO - LOJA EPNB;03/04/2026;Sexta-feira;536,0;468,03;2737,0;2737,0;3273,0;3205,03
0016 - BOLOS DO FLAVIO - LOJA EPNB;04/04/2026;Sábado;803,0;684,09;3507,0;3507,0;4310,0;4191,09
0016 - BOLOS DO FLAVIO - LOJA EPNB;06/04/2026;Segunda-feira;597,0;535,51;2361,0;2361,0;2958,0;2896,51
0016 - BOLOS DO FLAVIO - LOJA EPNB;07/04/2026;Terça-feira;770,0;659,28;2554,0;2554,0;3324,0;3213,28
0016 - BOLOS DO FLAVIO - LOJA EPNB;08/04/2026;Quarta-feira;748,0;627,79;2896,0;2891,8;3644,0;3519,59
0016 - BOLOS DO FLAVIO - LOJA EPNB;09/04/2026;Quinta-feira;852,0;710,17;3174,0;3174,0;4026,0;3884,17
0016 - BOLOS DO FLAVIO - LOJA EPNB;10/04/2026;Sexta-feira;776,0;642,5;3248,0;3245,5;4024,0;3888,0
0016 - BOLOS DO FLAVIO - LOJA EPNB;11/04/2026;Sábado;1308,0;1162,05;3392,0;3392,0;4700,0;4554,05
0016 - BOLOS DO FLAVIO - LOJA EPNB;13/04/2026;Segunda-feira;1050,0;889,01;2413,0;2413,0;3463,0;3302,01
0016 - BOLOS DO FLAVIO - LOJA EPNB;14/04/2026;Terça-feira;1118,0;942,16;2768,0;2768,0;3886,0;3710,16
0016 - BOLOS DO FLAVIO - LOJA EPNB;15/04/2026;Quarta-feira;1010,0;843,02;3326,0;3326,0;4336,0;4169,02
0016 - BOLOS DO FLAVIO - LOJA EPNB;16/04/2026;Quinta-feira;1348,0;1183,39;2676,0;2673,2;4024,0;3856,59
0016 - BOLOS DO FLAVIO - LOJA EPNB;17/04/2026;Sexta-feira;790,0;661,89;3827,0;3827,0;4617,0;4488,89
0016 - BOLOS DO FLAVIO - LOJA EPNB;18/04/2026;Sábado;1296,0;1170,1;4078,0;4078,0;5374,0;5248,1
0016 - BOLOS DO FLAVIO - LOJA EPNB;20/04/2026;Segunda-feira;793,99;683,13;2824,0;2814,0;3617,99;3497,13
0016 - BOLOS DO FLAVIO - LOJA EPNB;21/04/2026;Terça-feira;1011,0;868,31;2741,0;2741,0;3752,0;3609,31
0016 - BOLOS DO FLAVIO - LOJA EPNB;22/04/2026;Quarta-feira;1178,0;1011,52;2107,0;2107,0;3285,0;3118,52
0016 - BOLOS DO FLAVIO - LOJA EPNB;23/04/2026;Quinta-feira;1369,0;1177,42;3083,0;3083,0;4452,0;4260,42
0016 - BOLOS DO FLAVIO - LOJA EPNB;24/04/2026;Sexta-feira;1250,0;1068,62;3420,0;3420,0;4670,0;4488,62
0016 - BOLOS DO FLAVIO - LOJA EPNB;25/04/2026;Sábado;680,0;582,12;4089,9;4089,9;4769,9;4672,02
0016 - BOLOS DO FLAVIO - LOJA EPNB;27/04/2026;Segunda-feira;811,0;683,21;2582,0;2582,0;3393,0;3265,21
0016 - BOLOS DO FLAVIO - LOJA EPNB;28/04/2026;Terça-feira;742,0;603,52;2577,0;2577,0;3319,0;3180,52
0016 - BOLOS DO FLAVIO - LOJA EPNB;29/04/2026;Quarta-feira;1030,0;862,54;2432,0;2432,0;3462,0;3294,54
0016 - BOLOS DO FLAVIO - LOJA EPNB;30/04/2026;Quinta-feira;1628,0;1429,02;3275,0;3275,0;4903,0;4704,02
0017 - BOLOS DO FLAVIO - GAMA;01/04/2026;Quarta-feira;2441,0;2107,66;5988,0;5988,0;8429,0;8095,66
0017 - BOLOS DO FLAVIO - GAMA;02/04/2026;Quinta-feira;2211,0;1871,79;7948,0;7948,0;10159,0;9819,79
0017 - BOLOS DO FLAVIO - GAMA;03/04/2026;Sexta-feira;1827,8;1572,06;6110,9;6110,9;7938,7;7682,96
0017 - BOLOS DO FLAVIO - GAMA;04/04/2026;Sábado;3342,0;2944,34;9237,8;9237,8;12579,8;12182,14
0017 - BOLOS DO FLAVIO - GAMA;06/04/2026;Segunda-feira;1221,0;981,57;4200,9;4200,9;5421,9;5182,47
0017 - BOLOS DO FLAVIO - GAMA;07/04/2026;Terça-feira;1824,0;1550,27;4552,0;4552,0;6376,0;6102,27
0017 - BOLOS DO FLAVIO - GAMA;08/04/2026;Quarta-feira;1731,98;1495,49;4732,0;4732,0;6463,98;6227,49
0017 - BOLOS DO FLAVIO - GAMA;09/04/2026;Quinta-feira;1466,9;1265,53;5560,0;5560,0;7026,9;6825,53
0017 - BOLOS DO FLAVIO - GAMA;10/04/2026;Sexta-feira;2129,0;1887,29;7838,0;7838,0;9967,0;9725,29
0017 - BOLOS DO FLAVIO - GAMA;11/04/2026;Sábado;3279,0;2902,25;8769,9;8769,9;12048,9;11672,15
0017 - BOLOS DO FLAVIO - GAMA;13/04/2026;Segunda-feira;2752,0;2460,83;5216,0;5216,0;7968,0;7676,83
0017 - BOLOS DO FLAVIO - GAMA;14/04/2026;Terça-feira;468,0;407,04;7299,8;7299,8;7767,8;7706,84
0017 - BOLOS DO FLAVIO - GAMA;15/04/2026;Quarta-feira;2120,98;1850,01;7014,0;7014,0;9134,98;8864,01
0017 - BOLOS DO FLAVIO - GAMA;16/04/2026;Quinta-feira;3873,88;3388,52;6831,0;6831,0;10704,88;10219,52
0017 - BOLOS DO FLAVIO - GAMA;17/04/2026;Sexta-feira;1383,9;1185,4;7775,9;7775,9;9159,8;8961,3
0017 - BOLOS DO FLAVIO - GAMA;18/04/2026;Sábado;4173,9;3826,88;8487,9;8487,9;12661,8;12314,78
0017 - BOLOS DO FLAVIO - GAMA;20/04/2026;Segunda-feira;2426,9;2164,64;6366,0;6366,0;8792,9;8530,64
0017 - BOLOS DO FLAVIO - GAMA;21/04/2026;Terça-feira;2696,8;2410,92;7068,0;7068,0;9764,8;9478,92
0017 - BOLOS DO FLAVIO - GAMA;22/04/2026;Quarta-feira;1598,0;1371,87;5078,0;5078,0;6676,0;6449,87
0017 - BOLOS DO FLAVIO - GAMA;23/04/2026;Quinta-feira;1629,0;1371,56;5779,9;5779,9;7408,9;7151,46
0017 - BOLOS DO FLAVIO - GAMA;24/04/2026;Sexta-feira;1764,0;1599,76;6984,0;6984,0;8748,0;8583,76
0017 - BOLOS DO FLAVIO - GAMA;25/04/2026;Sábado;3482,0;3057,51;8063,9;8063,9;11545,9;11121,41
0017 - BOLOS DO FLAVIO - GAMA;27/04/2026;Segunda-feira;1974,0;1731,06;5021,0;5021,0;6995,0;6752,06
0017 - BOLOS DO FLAVIO - GAMA;28/04/2026;Terça-feira;2295,8;2008,06;6318,0;6318,0;8613,8;8326,06
0017 - BOLOS DO FLAVIO - GAMA;29/04/2026;Quarta-feira;1850,8;1572,92;7112,0;7112,0;8962,8;8684,92
0017 - BOLOS DO FLAVIO - GAMA;30/04/2026;Quinta-feira;3062,9;2748,12;7466,0;7466,0;10528,9;10214,12
0018 - BOLOS DO FLAVIO - SAMAMBAIA;01/04/2026;Quarta-feira;600,0;481,1;5171,0;5168,2;5771,0;5649,3
0018 - BOLOS DO FLAVIO - SAMAMBAIA;02/04/2026;Quinta-feira;1194,0;997,36;5078,0;5075,2;6272,0;6072,56
0018 - BOLOS DO FLAVIO - SAMAMBAIA;03/04/2026;Sexta-feira;1215,0;996,59;3364,0;3364,0;4579,0;4360,59
0018 - BOLOS DO FLAVIO - SAMAMBAIA;04/04/2026;Sábado;0,0;0,0;5778,9;5778,9;5778,9;5778,9
0018 - BOLOS DO FLAVIO - SAMAMBAIA;05/04/2026;Domingo;2069,0;1715,74;3209,0;3209,0;5278,0;4924,74
0018 - BOLOS DO FLAVIO - SAMAMBAIA;06/04/2026;Segunda-feira;683,0;546,02;3085,0;3082,2;3768,0;3628,22
0018 - BOLOS DO FLAVIO - SAMAMBAIA;07/04/2026;Terça-feira;905,0;747,16;3599,0;3596,2;4504,0;4343,36
0018 - BOLOS DO FLAVIO - SAMAMBAIA;08/04/2026;Quarta-feira;521,0;423,6;3771,0;3768,2;4292,0;4191,8
0018 - BOLOS DO FLAVIO - SAMAMBAIA;09/04/2026;Quinta-feira;677,0;584,68;4049,0;4049,0;4726,0;4633,68
0018 - BOLOS DO FLAVIO - SAMAMBAIA;10/04/2026;Sexta-feira;519,0;404,08;4151,0;4151,0;4670,0;4555,08
0018 - BOLOS DO FLAVIO - SAMAMBAIA;11/04/2026;Sábado;970,0;820,58;6677,0;6677,0;7647,0;7497,58
0018 - BOLOS DO FLAVIO - SAMAMBAIA;12/04/2026;Domingo;1400,0;1208,0;4241,0;4241,0;5641,0;5449,0
0018 - BOLOS DO FLAVIO - SAMAMBAIA;13/04/2026;Segunda-feira;856,0;681,17;4156,0;4156,0;5012,0;4837,17
0018 - BOLOS DO FLAVIO - SAMAMBAIA;14/04/2026;Terça-feira;801,0;671,74;3435,9;3427,9;4236,9;4099,64
0018 - BOLOS DO FLAVIO - SAMAMBAIA;15/04/2026;Quarta-feira;1317,0;1101,77;4033,0;4033,0;5350,0;5134,77
0018 - BOLOS DO FLAVIO - SAMAMBAIA;16/04/2026;Quinta-feira;1284,0;1077,83;4208,0;4176,4;5492,0;5254,23
0018 - BOLOS DO FLAVIO - SAMAMBAIA;17/04/2026;Sexta-feira;1149,0;986,5;4745,0;4745,0;5894,0;5731,5
0018 - BOLOS DO FLAVIO - SAMAMBAIA;18/04/2026;Sábado;842,0;712,0;6266,0;6266,0;7108,0;6978,0
0018 - BOLOS DO FLAVIO - SAMAMBAIA;20/04/2026;Segunda-feira;54,0;44,04;4441,0;4438,2;4495,0;4482,24
0018 - BOLOS DO FLAVIO - SAMAMBAIA;21/04/2026;Terça-feira;1341,0;1126,01;4402,0;4402,0;5743,0;5528,01
0018 - BOLOS DO FLAVIO - SAMAMBAIA;22/04/2026;Quarta-feira;896,0;761,01;3463,0;3463,0;4359,0;4224,01
0018 - BOLOS DO FLAVIO - SAMAMBAIA;23/04/2026;Quinta-feira;1712,0;1455,24;3595,9;3595,9;5307,9;5051,14
0018 - BOLOS DO FLAVIO - SAMAMBAIA;24/04/2026;Sexta-feira;1123,0;919,5;3986,0;3983,2;5109,0;4902,7
0018 - BOLOS DO FLAVIO - SAMAMBAIA;25/04/2026;Sábado;1141,0;950,25;5686,0;5686,0;6827,0;6636,25
0018 - BOLOS DO FLAVIO - SAMAMBAIA;27/04/2026;Segunda-feira;815,0;697,61;2671,0;2671,0;3486,0;3368,61
0018 - BOLOS DO FLAVIO - SAMAMBAIA;28/04/2026;Terça-feira;724,0;598,18;3964,0;3964,0;4688,0;4562,18
0018 - BOLOS DO FLAVIO - SAMAMBAIA;29/04/2026;Quarta-feira;1056,0;905,75;3755,0;3755,0;4811,0;4660,75
0018 - BOLOS DO FLAVIO - SAMAMBAIA;30/04/2026;Quinta-feira;1293,0;1108,06;3700,9;3700,9;4993,9;4808,96
0019 - BOLOS DO FLAVIO - ARNIQUEIRAS;01/04/2026;Quarta-feira;0,0;0,0;3543,0;3543,0;3543,0;3543,0
0019 - BOLOS DO FLAVIO - ARNIQUEIRAS;02/04/2026;Quinta-feira;0,0;0,0;4714,0;4714,0;4714,0;4714,0
0019 - BOLOS DO FLAVIO - ARNIQUEIRAS;03/04/2026;Sexta-feira;0,0;0,0;2246,0;2246,0;2246,0;2246,0
0019 - BOLOS DO FLAVIO - ARNIQUEIRAS;04/04/2026;Sábado;0,0;0,0;4081,0;4081,0;4081,0;4081,0
0019 - BOLOS DO FLAVIO - ARNIQUEIRAS;06/04/2026;Segunda-feira;0,0;0,0;2663,0;2663,0;2663,0;2663,0
0019 - BOLOS DO FLAVIO - ARNIQUEIRAS;07/04/2026;Terça-feira;0,0;0,0;2363,0;2363,0;2363,0;2363,0
0019 - BOLOS DO FLAVIO - ARNIQUEIRAS;08/04/2026;Quarta-feira;0,0;0,0;3290,0;3290,0;3290,0;3290,0
0019 - BOLOS DO FLAVIO - ARNIQUEIRAS;09/04/2026;Quinta-feira;0,0;0,0;2954,0;2954,0;2954,0;2954,0
0019 - BOLOS DO FLAVIO - ARNIQUEIRAS;10/04/2026;Sexta-feira;0,0;0,0;3823,0;3823,0;3823,0;3823,0
0019 - BOLOS DO FLAVIO - ARNIQUEIRAS;11/04/2026;Sábado;0,0;0,0;4622,0;4622,0;4622,0;4622,0
0019 - BOLOS DO FLAVIO - ARNIQUEIRAS;13/04/2026;Segunda-feira;0,0;0,0;2998,9;2998,9;2998,9;2998,9
0019 - BOLOS DO FLAVIO - ARNIQUEIRAS;14/04/2026;Terça-feira;0,0;0,0;3458,0;3458,0;3458,0;3458,0
0019 - BOLOS DO FLAVIO - ARNIQUEIRAS;15/04/2026;Quarta-feira;0,0;0,0;3165,0;3165,0;3165,0;3165,0
0019 - BOLOS DO FLAVIO - ARNIQUEIRAS;16/04/2026;Quinta-feira;0,0;0,0;3272,0;3272,0;3272,0;3272,0
0019 - BOLOS DO FLAVIO - ARNIQUEIRAS;17/04/2026;Sexta-feira;0,0;0,0;4435,0;4435,0;4435,0;4435,0
0019 - BOLOS DO FLAVIO - ARNIQUEIRAS;18/04/2026;Sábado;0,0;0,0;4285,0;4285,0;4285,0;4285,0
0019 - BOLOS DO FLAVIO - ARNIQUEIRAS;20/04/2026;Segunda-feira;0,0;0,0;3410,0;3410,0;3410,0;3410,0
0019 - BOLOS DO FLAVIO - ARNIQUEIRAS;21/04/2026;Terça-feira;0,0;0,0;2925,0;2925,0;2925,0;2925,0
0019 - BOLOS DO FLAVIO - ARNIQUEIRAS;22/04/2026;Quarta-feira;0,0;0,0;2977,0;2977,0;2977,0;2977,0
0019 - BOLOS DO FLAVIO - ARNIQUEIRAS;23/04/2026;Quinta-feira;0,0;0,0;3457,0;3457,0;3457,0;3457,0
0019 - BOLOS DO FLAVIO - ARNIQUEIRAS;24/04/2026;Sexta-feira;0,0;0,0;3111,0;3111,0;3111,0;3111,0
0019 - BOLOS DO FLAVIO - ARNIQUEIRAS;25/04/2026;Sábado;0,0;0,0;5012,0;5012,0;5012,0;5012,0
0019 - BOLOS DO FLAVIO - ARNIQUEIRAS;27/04/2026;Segunda-feira;0,0;0,0;2666,0;2666,0;2666,0;2666,0
0019 - BOLOS DO FLAVIO - ARNIQUEIRAS;28/04/2026;Terça-feira;0,0;0,0;3567,0;3567,0;3567,0;3567,0
0019 - BOLOS DO FLAVIO - ARNIQUEIRAS;29/04/2026;Quarta-feira;0,0;0,0;3820,0;3820,0;3820,0;3820,0
0019 - BOLOS DO FLAVIO - ARNIQUEIRAS;30/04/2026;Quinta-feira;0,0;0,0;3877,0;3877,0;3877,0;3877,0
0020 - BOLOS DO FLAVIO- CONJ NACIONAL;01/04/2026;Quarta-feira;2930,5;2565,54;5831,0;5815,1;8761,5;8380,64
0020 - BOLOS DO FLAVIO- CONJ NACIONAL;02/04/2026;Quinta-feira;3775,5;3338,28;7054,8;7034,0;10830,3;10372,28
0020 - BOLOS DO FLAVIO- CONJ NACIONAL;03/04/2026;Sexta-feira;1557,9;1365,16;1253,0;1253,0;2810,9;2618,16
0020 - BOLOS DO FLAVIO- CONJ NACIONAL;04/04/2026;Sábado;804,0;709,29;5365,9;5322,1;6169,9;6031,39
0020 - BOLOS DO FLAVIO- CONJ NACIONAL;05/04/2026;Domingo;2301,3;2055,49;1318,0;1306,6;3619,3;3362,09
0020 - BOLOS DO FLAVIO- CONJ NACIONAL;06/04/2026;Segunda-feira;2628,0;2267,59;3870,0;3865,9;6498,0;6133,49
0020 - BOLOS DO FLAVIO- CONJ NACIONAL;07/04/2026;Terça-feira;2813,9;2473,9;4830,0;4816,4;7643,9;7290,3
0020 - BOLOS DO FLAVIO- CONJ NACIONAL;08/04/2026;Quarta-feira;2742,0;2396,92;5239,9;5223,5;7981,9;7620,42
0020 - BOLOS DO FLAVIO- CONJ NACIONAL;09/04/2026;Quinta-feira;2799,0;2484,92;4964,0;4956,5;7763,0;7441,42
0020 - BOLOS DO FLAVIO- CONJ NACIONAL;10/04/2026;Sexta-feira;1467,9;1254,17;7427,9;7415,0;8895,8;8669,17
0020 - BOLOS DO FLAVIO- CONJ NACIONAL;11/04/2026;Sábado;808,0;680,0;4229,0;4199,3;5037,0;4879,3
0020 - BOLOS DO FLAVIO- CONJ NACIONAL;12/04/2026;Domingo;816,0;717,2;2446,0;2446,0;3262,0;3163,2
0020 - BOLOS DO FLAVIO- CONJ NACIONAL;13/04/2026;Segunda-feira;3018,2;2668,78;4390,0;4386,1;7408,2;7054,88
0020 - BOLOS DO FLAVIO- CONJ NACIONAL;14/04/2026;Terça-feira;2459,9;2177,52;5473,0;5460,3;7932,9;7637,82
0020 - BOLOS DO FLAVIO- CONJ NACIONAL;15/04/2026;Quarta-feira;1469,9;1289,65;5921,9;5906,8;7391,8;7196,45
0020 - BOLOS DO FLAVIO- CONJ NACIONAL;16/04/2026;Quinta-feira;6441,8;5745,78;6058,0;6054,3;12499,8;11800,08
0020 - BOLOS DO FLAVIO- CONJ NACIONAL;17/04/2026;Sexta-feira;3855,8;3492,3;6425,0;6415,6;10280,8;9907,9
0020 - BOLOS DO FLAVIO- CONJ NACIONAL;18/04/2026;Sábado;1683,1;1452,5;3762,0;3737,8;5445,1;5190,3
0020 - BOLOS DO FLAVIO- CONJ NACIONAL;19/04/2026;Domingo;2940,1;2634,86;1965,8;1952,3;4905,9;4587,16
0020 - BOLOS DO FLAVIO- CONJ NACIONAL;20/04/2026;Segunda-feira;2446,0;2145,78;4534,0;4505,1;6980,0;6650,88
0020 - BOLOS DO FLAVIO- CONJ NACIONAL;21/04/2026;Terça-feira;2211,9;1904,32;2044,0;2025,1;4255,9;3929,42
0020 - BOLOS DO FLAVIO- CONJ NACIONAL;22/04/2026;Quarta-feira;2170,9;1915,4;4500,9;4496,6;6671,8;6412,0
0020 - BOLOS DO FLAVIO- CONJ NACIONAL;23/04/2026;Quinta-feira;3384,6;3054,65;5929,0;5912,1;9313,6;8966,75
0020 - BOLOS DO FLAVIO- CONJ NACIONAL;24/04/2026;Sexta-feira;4471,6;4055,2;6539,0;6520,6;11010,6;10575,8
0020 - BOLOS DO FLAVIO- CONJ NACIONAL;25/04/2026;Sábado;1557,2;1323,33;3748,8;3717,7;5306,0;5041,03
0020 - BOLOS DO FLAVIO- CONJ NACIONAL;26/04/2026;Domingo;3344,5;3018,5;1983,9;1976,2;5328,4;4994,7
0020 - BOLOS DO FLAVIO- CONJ NACIONAL;27/04/2026;Segunda-feira;3489,9;3166,26;4147,9;4117,3;7637,8;7283,56
0020 - BOLOS DO FLAVIO- CONJ NACIONAL;28/04/2026;Terça-feira;2837,0;2511,04;4978,8;4963,7;7815,8;7474,74
0020 - BOLOS DO FLAVIO- CONJ NACIONAL;29/04/2026;Quarta-feira;3945,8;3580,76;5521,0;5504,5;9466,8;9085,26
0020 - BOLOS DO FLAVIO- CONJ NACIONAL;30/04/2026;Quinta-feira;2877,8;2540,58;8593,0;8554,4;11470,8;11094,98
0021 - BOLOS DO FLAVIO - RECANTO;01/04/2026;Quarta-feira;1536,0;1267,56;3685,0;3685,0;5221,0;4952,56
