SABOR,UNIDADE,QUANTIDADE,DATA,DIA DA SEMANA
BOLO NO POTE RED VELVET,CENTRAL,1,10/04/2026,sexta-feira
BOLO NO POTE RED VELVET,NOROESTE,4,10/04/2026,sexta-feira
BOLO NO POTE RED VELVET,ASA SUL,4,10/04/2026,sexta-feira
BOLO NO POTE RED VELVET,ASA NORTE,2,10/04/2026,sexta-feira
BOLO NO POTE RED VELVET,CONJ. NACIONAL,0,10/04/2026,sexta-feira
BOLO NO POTE RED VELVET,LOJINHA,0,10/04/2026,sexta-feira
BOLO NO POTE RED VELVET,SUDOESTE 1,2,10/04/2026,sexta-feira
BOLO NO POTE RED VELVET,SUDOESTE 2,2,10/04/2026,sexta-feira
BOLO NO POTE RED VELVET,GUARA,8,10/04/2026,sexta-feira
BOLO NO POTE RED VELVET,JARDIM,2,10/04/2026,sexta-feira
BOLO NO POTE RED VELVET,GILBERTO,4,10/04/2026,sexta-feira
BOLO NO POTE RED VELVET,BAHAMAS,2,10/04/2026,sexta-feira
BOLO NO POTE RED VELVET,CONTAINER,2,10/04/2026,sexta-feira
BOLO NO POTE RED VELVET,POSTO,0,10/04/2026,sexta-feira
BOLO NO POTE RED VELVET,ARNIQUEIRA,0,10/04/2026,sexta-feira
BOLO NO POTE RED VELVET,EPNB,0,10/04/2026,sexta-feira
BOLO NO POTE RED VELVET,GAMA,0,10/04/2026,sexta-feira
BOLO NO POTE RED VELVET,RECANTO,0,10/04/2026,sexta-feira
BOLO NO POTE RED VELVET,SAMAMBAIA,0,10/04/2026,sexta-feira
BOLO NO POTE RED VELVET,SAMAMBAIA SUL,2,10/04/2026,sexta-feira
BOLO NO POTE RED VELVET,PONTE ALTA,5,10/04/2026,sexta-feira
BOLO NO POTE RED VELVET,ALAMEDA,0,10/04/2026,sexta-feira
BOLO NO POTE RED VELVET,TAGUATINGA,3,10/04/2026,sexta-feira
BOLO NO POTE RED VELVET,CEILANDIA,5,10/04/2026,sexta-feira
BOLO NO POTE RED VELVET,VICENTE PIRES,4,10/04/2026,sexta-feira
BOLO NO POTE CHOCOLATUDO,QUADRA 1,4,10/04/2026,sexta-feira
BOLO NO POTE CHOCOLATUDO,CENTRAL,4,10/04/2026,sexta-feira
BOLO NO POTE CHOCOLATUDO,NOROESTE,2,10/04/2026,sexta-feira
BOLO NO POTE CHOCOLATUDO,ASA SUL,0,10/04/2026,sexta-feira
BOLO NO POTE CHOCOLATUDO,ASA NORTE,0,10/04/2026,sexta-feira
BOLO NO POTE CHOCOLATUDO,CONJ. NACIONAL,0,10/04/2026,sexta-feira
BOLO NO POTE CHOCOLATUDO,LOJINHA,0,10/04/2026,sexta-feira
BOLO NO POTE CHOCOLATUDO,SUDOESTE 1,3,10/04/2026,sexta-feira
BOLO NO POTE CHOCOLATUDO,SUDOESTE 2,1,10/04/2026,sexta-feira
BOLO NO POTE CHOCOLATUDO,GUARA,8,10/04/2026,sexta-feira
BOLO NO POTE CHOCOLATUDO,JARDIM,7,10/04/2026,sexta-feira
BOLO NO POTE CHOCOLATUDO,GILBERTO,5,10/04/2026,sexta-feira
BOLO NO POTE CHOCOLATUDO,BAHAMAS,2,10/04/2026,sexta-feira
BOLO NO POTE CHOCOLATUDO,CONTAINER,2,10/04/2026,sexta-feira
BOLO NO POTE CHOCOLATUDO,POSTO,0,10/04/2026,sexta-feira
BOLO NO POTE CHOCOLATUDO,ARNIQUEIRA,0,10/04/2026,sexta-feira
BOLO NO POTE CHOCOLATUDO,EPNB,0,10/04/2026,sexta-feira
BOLO NO POTE CHOCOLATUDO,GAMA,0,10/04/2026,sexta-feira
BOLO NO POTE CHOCOLATUDO,RECANTO,6,10/04/2026,sexta-feira
BOLO NO POTE CHOCOLATUDO,SAMAMBAIA,4,10/04/2026,sexta-feira
BOLO NO POTE CHOCOLATUDO,SAMAMBAIA SUL,2,10/04/2026,sexta-feira
BOLO NO POTE CHOCOLATUDO,PONTE ALTA,5,10/04/2026,sexta-feira
BOLO NO POTE CHOCOLATUDO,ALAMEDA,0,10/04/2026,sexta-feira
BOLO NO POTE CHOCOLATUDO,TAGUATINGA,0,10/04/2026,sexta-feira
BOLO NO POTE CHOCOLATUDO,CEILANDIA,2,10/04/2026,sexta-feira
BOLO NO POTE CHOCOLATUDO,VICENTE PIRES,3,10/04/2026,sexta-feira
TORTA NINHO G,QUADRA 1,0,10/04/2026,sexta-feira
TORTA NINHO G,CENTRAL,2,10/04/2026,sexta-feira
TORTA NINHO G,NOROESTE,0,10/04/2026,sexta-feira
TORTA NINHO G,ASA SUL,1,10/04/2026,sexta-feira
TORTA NINHO G,ASA NORTE,1,10/04/2026,sexta-feira
TORTA NINHO G,CONJ. NACIONAL,0,10/04/2026,sexta-feira
TORTA NINHO G,LOJINHA,0,10/04/2026,sexta-feira
TORTA NINHO G,SUDOESTE 1,0,10/04/2026,sexta-feira
TORTA NINHO G,SUDOESTE 2,0,10/04/2026,sexta-feira
TORTA NINHO G,GUARA,0,10/04/2026,sexta-feira
TORTA NINHO G,JARDIM,0,10/04/2026,sexta-feira
TORTA NINHO G,GILBERTO,0,10/04/2026,sexta-feira
TORTA NINHO G,BAHAMAS,0,10/04/2026,sexta-feira
TORTA NINHO G,CONTAINER,0,10/04/2026,sexta-feira
TORTA NINHO G,POSTO,4,10/04/2026,sexta-feira
TORTA NINHO G,ARNIQUEIRA,0,10/04/2026,sexta-feira
TORTA NINHO G,EPNB,0,10/04/2026,sexta-feira
TORTA NINHO G,GAMA,0,10/04/2026,sexta-feira
TORTA NINHO G,RECANTO,0,10/04/2026,sexta-feira
TORTA NINHO G,SAMAMBAIA,0,10/04/2026,sexta-feira
TORTA NINHO G,SAMAMBAIA SUL,0,10/04/2026,sexta-feira
TORTA NINHO G,PONTE ALTA,0,10/04/2026,sexta-feira
TORTA NINHO G,ALAMEDA,0,10/04/2026,sexta-feira
TORTA NINHO G,TAGUATINGA,0,10/04/2026,sexta-feira
TORTA NINHO G,CEILANDIA,0,10/04/2026,sexta-feira
TORTA NINHO G,VICENTE PIRES,0,10/04/2026,sexta-feira
CHOCOLATUDO G,QUADRA 1,0,10/04/2026,sexta-feira
CHOCOLATUDO G,CENTRAL,0,10/04/2026,sexta-feira
CHOCOLATUDO G,NOROESTE,0,10/04/2026,sexta-feira
CHOCOLATUDO G,ASA SUL,3,10/04/2026,sexta-feira
CHOCOLATUDO G,ASA NORTE,6,10/04/2026,sexta-feira
CHOCOLATUDO G,CONJ. NACIONAL,0,10/04/2026,sexta-feira
CHOCOLATUDO G,LOJINHA,0,10/04/2026,sexta-feira
CHOCOLATUDO G,SUDOESTE 1,0,10/04/2026,sexta-feira
CHOCOLATUDO G,SUDOESTE 2,0,10/04/2026,sexta-feira
CHOCOLATUDO G,GUARA,4,10/04/2026,sexta-feira
CHOCOLATUDO G,JARDIM,0,10/04/2026,sexta-feira
CHOCOLATUDO G,GILBERTO,0,10/04/2026,sexta-feira
CHOCOLATUDO G,BAHAMAS,0,10/04/2026,sexta-feira
CHOCOLATUDO G,CONTAINER,0,10/04/2026,sexta-feira
CHOCOLATUDO G,POSTO,10,10/04/2026,sexta-feira
CHOCOLATUDO G,ARNIQUEIRA,0,10/04/2026,sexta-feira
CHOCOLATUDO G,EPNB,0,10/04/2026,sexta-feira
CHOCOLATUDO G,GAMA,0,10/04/2026,sexta-feira
CHOCOLATUDO G,RECANTO,0,10/04/2026,sexta-feira
CHOCOLATUDO G,SAMAMBAIA,0,10/04/2026,sexta-feira
CHOCOLATUDO G,SAMAMBAIA SUL,0,10/04/2026,sexta-feira
CHOCOLATUDO G,PONTE ALTA,0,10/04/2026,sexta-feira
CHOCOLATUDO G,ALAMEDA,0,10/04/2026,sexta-feira
CHOCOLATUDO G,TAGUATINGA,0,10/04/2026,sexta-feira
CHOCOLATUDO G,CEILANDIA,0,10/04/2026,sexta-feira
CHOCOLATUDO G,VICENTE PIRES,0,10/04/2026,sexta-feira
TORTA NINHO P,QUADRA 1,0,10/04/2026,sexta-feira
TORTA NINHO P,CENTRAL,0,10/04/2026,sexta-feira
TORTA NINHO P,NOROESTE,0,10/04/2026,sexta-feira
TORTA NINHO P,ASA SUL,2,10/04/2026,sexta-feira
TORTA NINHO P,ASA NORTE,1,10/04/2026,sexta-feira
TORTA NINHO P,CONJ. NACIONAL,0,10/04/2026,sexta-feira
TORTA NINHO P,LOJINHA,0,10/04/2026,sexta-feira
TORTA NINHO P,SUDOESTE 1,0,10/04/2026,sexta-feira
TORTA NINHO P,SUDOESTE 2,0,10/04/2026,sexta-feira
TORTA NINHO P,GUARA,0,10/04/2026,sexta-feira
TORTA NINHO P,JARDIM,0,10/04/2026,sexta-feira
TORTA NINHO P,GILBERTO,0,10/04/2026,sexta-feira
TORTA NINHO P,BAHAMAS,0,10/04/2026,sexta-feira
TORTA NINHO P,CONTAINER,1,10/04/2026,sexta-feira
TORTA NINHO P,POSTO,10,10/04/2026,sexta-feira
TORTA NINHO P,ARNIQUEIRA,0,10/04/2026,sexta-feira
TORTA NINHO P,EPNB,0,10/04/2026,sexta-feira
TORTA NINHO P,GAMA,0,10/04/2026,sexta-feira
TORTA NINHO P,RECANTO,0,10/04/2026,sexta-feira
TORTA NINHO P,SAMAMBAIA,0,10/04/2026,sexta-feira
TORTA NINHO P,SAMAMBAIA SUL,0,10/04/2026,sexta-feira
TORTA NINHO P,PONTE ALTA,0,10/04/2026,sexta-feira
TORTA NINHO P,ALAMEDA,0,10/04/2026,sexta-feira
TORTA NINHO P,TAGUATINGA,0,10/04/2026,sexta-feira
TORTA NINHO P,CEILANDIA,0,10/04/2026,sexta-feira
TORTA NINHO P,VICENTE PIRES,0,10/04/2026,sexta-feira
CHOCOLATUDO P,QUADRA 1,0,10/04/2026,sexta-feira
CHOCOLATUDO P,CENTRAL,0,10/04/2026,sexta-feira
CHOCOLATUDO P,NOROESTE,0,10/04/2026,sexta-feira
CHOCOLATUDO P,ASA SUL,2,10/04/2026,sexta-feira
CHOCOLATUDO P,ASA NORTE,2,10/04/2026,sexta-feira
CHOCOLATUDO P,CONJ. NACIONAL,2,10/04/2026,sexta-feira
CHOCOLATUDO P,LOJINHA,0,10/04/2026,sexta-feira
CHOCOLATUDO P,SUDOESTE 1,0,10/04/2026,sexta-feira
CHOCOLATUDO P,SUDOESTE 2,0,10/04/2026,sexta-feira
CHOCOLATUDO P,GUARA,0,10/04/2026,sexta-feira
CHOCOLATUDO P,JARDIM,0,10/04/2026,sexta-feira
CHOCOLATUDO P,GILBERTO,0,10/04/2026,sexta-feira
CHOCOLATUDO P,BAHAMAS,0,10/04/2026,sexta-feira
CHOCOLATUDO P,CONTAINER,1,10/04/2026,sexta-feira
CHOCOLATUDO P,POSTO,10,10/04/2026,sexta-feira
CHOCOLATUDO P,ARNIQUEIRA,0,10/04/2026,sexta-feira
CHOCOLATUDO P,EPNB,0,10/04/2026,sexta-feira
CHOCOLATUDO P,GAMA,0,10/04/2026,sexta-feira
CHOCOLATUDO P,RECANTO,0,10/04/2026,sexta-feira
CHOCOLATUDO P,SAMAMBAIA,0,10/04/2026,sexta-feira
CHOCOLATUDO P,SAMAMBAIA SUL,0,10/04/2026,sexta-feira
CHOCOLATUDO P,PONTE ALTA,0,10/04/2026,sexta-feira
CHOCOLATUDO P,ALAMEDA,0,10/04/2026,sexta-feira
CHOCOLATUDO P,TAGUATINGA,0,10/04/2026,sexta-feira
CHOCOLATUDO P,CEILANDIA,0,10/04/2026,sexta-feira
CHOCOLATUDO P,VICENTE PIRES,0,10/04/2026,sexta-feira
MESCLADO,QUADRA 1,7,11/04/2026,sábado
MESCLADO,CENTRAL,5,11/04/2026,sábado
MESCLADO,NOROESTE,2,11/04/2026,sábado
MESCLADO,ASA SUL,7,11/04/2026,sábado
MESCLADO,ASA NORTE,3,11/04/2026,sábado
MESCLADO,CONJ. NACIONAL,0,11/04/2026,sábado
MESCLADO,LOJINHA,6,11/04/2026,sábado
MESCLADO,SUDOESTE 1,9,11/04/2026,sábado
MESCLADO,SUDOESTE 2,9,11/04/2026,sábado
MESCLADO,GUARA,2,11/04/2026,sábado
MESCLADO,JARDIM,7,11/04/2026,sábado
MESCLADO,GILBERTO,6,11/04/2026,sábado
MESCLADO,BAHAMAS,8,11/04/2026,sábado
MESCLADO,CONTAINER,8,11/04/2026,sábado
MESCLADO,POSTO,14,11/04/2026,sábado
MESCLADO,ARNIQUEIRA,2,11/04/2026,sábado
MESCLADO,EPNB,5,11/04/2026,sábado
MESCLADO,GAMA,10,11/04/2026,sábado
MESCLADO,RECANTO,3,11/04/2026,sábado
MESCLADO,SAMAMBAIA,6,11/04/2026,sábado
MESCLADO,SAMAMBAIA SUL,0,11/04/2026,sábado
MESCLADO,PONTE ALTA,1,11/04/2026,sábado
MESCLADO,ALAMEDA,0,11/04/2026,sábado
MESCLADO,TAGUATINGA,13,11/04/2026,sábado
MESCLADO,CEILANDIA,6,11/04/2026,sábado
MESCLADO,VICENTE PIRES,4,11/04/2026,sábado
FORMIGUEIRO,QUADRA 1,11,11/04/2026,sábado
FORMIGUEIRO,CENTRAL,9,11/04/2026,sábado
FORMIGUEIRO,NOROESTE,11,11/04/2026,sábado
FORMIGUEIRO,ASA SUL,12,11/04/2026,sábado
FORMIGUEIRO,ASA NORTE,6,11/04/2026,sábado
FORMIGUEIRO,CONJ. NACIONAL,2,11/04/2026,sábado
FORMIGUEIRO,LOJINHA,6,11/04/2026,sábado
FORMIGUEIRO,SUDOESTE 1,10,11/04/2026,sábado
FORMIGUEIRO,SUDOESTE 2,12,11/04/2026,sábado
FORMIGUEIRO,GUARA,10,11/04/2026,sábado
FORMIGUEIRO,JARDIM,9,11/04/2026,sábado
FORMIGUEIRO,GILBERTO,10,11/04/2026,sábado
FORMIGUEIRO,BAHAMAS,12,11/04/2026,sábado
FORMIGUEIRO,CONTAINER,19,11/04/2026,sábado
FORMIGUEIRO,POSTO,32,11/04/2026,sábado
FORMIGUEIRO,ARNIQUEIRA,5,11/04/2026,sábado
FORMIGUEIRO,EPNB,7,11/04/2026,sábado
FORMIGUEIRO,GAMA,12,11/04/2026,sábado
FORMIGUEIRO,RECANTO,5,11/04/2026,sábado
FORMIGUEIRO,SAMAMBAIA,12,11/04/2026,sábado
FORMIGUEIRO,SAMAMBAIA SUL,3,11/04/2026,sábado
FORMIGUEIRO,PONTE ALTA,3,11/04/2026,sábado
FORMIGUEIRO,ALAMEDA,5,11/04/2026,sábado
FORMIGUEIRO,TAGUATINGA,20,11/04/2026,sábado
FORMIGUEIRO,CEILANDIA,11,11/04/2026,sábado
FORMIGUEIRO,VICENTE PIRES,4,11/04/2026,sábado
LARANJA,QUADRA 1,9,11/04/2026,sábado
LARANJA,CENTRAL,7,11/04/2026,sábado
LARANJA,NOROESTE,4,11/04/2026,sábado
LARANJA,ASA SUL,15,11/04/2026,sábado
LARANJA,ASA NORTE,5,11/04/2026,sábado
LARANJA,CONJ. NACIONAL,0,11/04/2026,sábado
LARANJA,LOJINHA,5,11/04/2026,sábado
LARANJA,SUDOESTE 1,7,11/04/2026,sábado
LARANJA,SUDOESTE 2,1,11/04/2026,sábado
LARANJA,GUARA,9,11/04/2026,sábado
LARANJA,JARDIM,7,11/04/2026,sábado
LARANJA,GILBERTO,7,11/04/2026,sábado
LARANJA,BAHAMAS,4,11/04/2026,sábado
LARANJA,CONTAINER,8,11/04/2026,sábado
LARANJA,POSTO,25,11/04/2026,sábado
LARANJA,ARNIQUEIRA,1,11/04/2026,sábado
LARANJA,EPNB,5,11/04/2026,sábado
LARANJA,GAMA,11,11/04/2026,sábado
LARANJA,RECANTO,4,11/04/2026,sábado
LARANJA,SAMAMBAIA,5,11/04/2026,sábado
LARANJA,SAMAMBAIA SUL,0,11/04/2026,sábado
LARANJA,PONTE ALTA,2,11/04/2026,sábado
LARANJA,ALAMEDA,1,11/04/2026,sábado
LARANJA,TAGUATINGA,11,11/04/2026,sábado
LARANJA,CEILANDIA,7,11/04/2026,sábado
LARANJA,VICENTE PIRES,1,11/04/2026,sábado
COCO,QUADRA 1,1,11/04/2026,sábado
COCO,CENTRAL,1,11/04/2026,sábado
COCO,NOROESTE,0,11/04/2026,sábado
COCO,ASA SUL,2,11/04/2026,sábado
COCO,ASA NORTE,1,11/04/2026,sábado
COCO,CONJ. NACIONAL,0,11/04/2026,sábado
COCO,LOJINHA,2,11/04/2026,sábado
COCO,SUDOESTE 1,0,11/04/2026,sábado
COCO,SUDOESTE 2,1,11/04/2026,sábado
COCO,GUARA,4,11/04/2026,sábado
COCO,JARDIM,3,11/04/2026,sábado
COCO,GILBERTO,1,11/04/2026,sábado
COCO,BAHAMAS,3,11/04/2026,sábado
COCO,CONTAINER,1,11/04/2026,sábado
COCO,POSTO,2,11/04/2026,sábado
COCO,ARNIQUEIRA,2,11/04/2026,sábado
COCO,EPNB,2,11/04/2026,sábado
COCO,GAMA,4,11/04/2026,sábado
COCO,RECANTO,1,11/04/2026,sábado
COCO,SAMAMBAIA,0,11/04/2026,sábado
COCO,SAMAMBAIA SUL,4,11/04/2026,sábado
COCO,PONTE ALTA,2,11/04/2026,sábado
COCO,ALAMEDA,0,11/04/2026,sábado
COCO,TAGUATINGA,0,11/04/2026,sábado
COCO,CEILANDIA,2,11/04/2026,sábado
COCO,VICENTE PIRES,2,11/04/2026,sábado
TRIGO,QUADRA 1,1,11/04/2026,sábado
TRIGO,CENTRAL,2,11/04/2026,sábado
TRIGO,NOROESTE,0,11/04/2026,sábado
TRIGO,ASA SUL,2,11/04/2026,sábado
TRIGO,ASA NORTE,2,11/04/2026,sábado
TRIGO,CONJ. NACIONAL,0,11/04/2026,sábado
TRIGO,LOJINHA,0,11/04/2026,sábado
TRIGO,SUDOESTE 1,1,11/04/2026,sábado
TRIGO,SUDOESTE 2,0,11/04/2026,sábado
TRIGO,GUARA,4,11/04/2026,sábado
TRIGO,JARDIM,0,11/04/2026,sábado
TRIGO,GILBERTO,0,11/04/2026,sábado
TRIGO,BAHAMAS,2,11/04/2026,sábado
TRIGO,CONTAINER,2,11/04/2026,sábado
TRIGO,POSTO,6,11/04/2026,sábado
TRIGO,ARNIQUEIRA,1,11/04/2026,sábado
TRIGO,EPNB,0,11/04/2026,sábado
TRIGO,GAMA,3,11/04/2026,sábado
TRIGO,RECANTO,2,11/04/2026,sábado
TRIGO,SAMAMBAIA,1,11/04/2026,sábado
TRIGO,SAMAMBAIA SUL,4,11/04/2026,sábado
TRIGO,PONTE ALTA,1,11/04/2026,sábado
TRIGO,ALAMEDA,0,11/04/2026,sábado
TRIGO,TAGUATINGA,4,11/04/2026,sábado
TRIGO,CEILANDIA,2,11/04/2026,sábado
TRIGO,VICENTE PIRES,3,11/04/2026,sábado
LIMAO,QUADRA 1,1,11/04/2026,sábado
LIMAO,CENTRAL,3,11/04/2026,sábado
LIMAO,NOROESTE,1,11/04/2026,sábado
LIMAO,ASA SUL,9,11/04/2026,sábado
LIMAO,ASA NORTE,4,11/04/2026,sábado
LIMAO,CONJ. NACIONAL,2,11/04/2026,sábado
LIMAO,LOJINHA,2,11/04/2026,sábado
LIMAO,SUDOESTE 1,8,11/04/2026,sábado
LIMAO,SUDOESTE 2,3,11/04/2026,sábado
LIMAO,GUARA,6,11/04/2026,sábado
LIMAO,JARDIM,4,11/04/2026,sábado
LIMAO,GILBERTO,0,11/04/2026,sábado
LIMAO,BAHAMAS,6,11/04/2026,sábado
LIMAO,CONTAINER,5,11/04/2026,sábado
LIMAO,POSTO,8,11/04/2026,sábado
LIMAO,ARNIQUEIRA,2,11/04/2026,sábado
LIMAO,EPNB,0,11/04/2026,sábado
LIMAO,GAMA,2,11/04/2026,sábado
LIMAO,RECANTO,2,11/04/2026,sábado
LIMAO,SAMAMBAIA,0,11/04/2026,sábado
LIMAO,SAMAMBAIA SUL,4,11/04/2026,sábado
LIMAO,PONTE ALTA,0,11/04/2026,sábado
LIMAO,ALAMEDA,0,11/04/2026,sábado
LIMAO,TAGUATINGA,10,11/04/2026,sábado
LIMAO,CEILANDIA,5,11/04/2026,sábado
LIMAO,VICENTE PIRES,0,11/04/2026,sábado
MARACUJÁ,QUADRA 1,0,11/04/2026,sábado
MARACUJÁ,CENTRAL,1,11/04/2026,sábado
MARACUJÁ,NOROESTE,0,11/04/2026,sábado
MARACUJÁ,ASA SUL,2,11/04/2026,sábado
MARACUJÁ,ASA NORTE,1,11/04/2026,sábado
MARACUJÁ,CONJ. NACIONAL,1,11/04/2026,sábado
MARACUJÁ,LOJINHA,0,11/04/2026,sábado
MARACUJÁ,SUDOESTE 1,2,11/04/2026,sábado
MARACUJÁ,SUDOESTE 2,1,11/04/2026,sábado
MARACUJÁ,GUARA,0,11/04/2026,sábado
MARACUJÁ,JARDIM,0,11/04/2026,sábado
MARACUJÁ,GILBERTO,0,11/04/2026,sábado
MARACUJÁ,BAHAMAS,1,11/04/2026,sábado
MARACUJÁ,CONTAINER,0,11/04/2026,sábado
MARACUJÁ,POSTO,2,11/04/2026,sábado
MARACUJÁ,ARNIQUEIRA,0,11/04/2026,sábado
MARACUJÁ,EPNB,0,11/04/2026,sábado
MARACUJÁ,GAMA,2,11/04/2026,sábado
MARACUJÁ,RECANTO,0,11/04/2026,sábado
MARACUJÁ,SAMAMBAIA,0,11/04/2026,sábado
MARACUJÁ,SAMAMBAIA SUL,0,11/04/2026,sábado
MARACUJÁ,PONTE ALTA,0,11/04/2026,sábado
MARACUJÁ,ALAMEDA,0,11/04/2026,sábado
MARACUJÁ,TAGUATINGA,2,11/04/2026,sábado
MARACUJÁ,CEILANDIA,1,11/04/2026,sábado
MARACUJÁ,VICENTE PIRES,1,11/04/2026,sábado
CHOCOLATE,QUADRA 1,5,11/04/2026,sábado
CHOCOLATE,CENTRAL,2,11/04/2026,sábado
CHOCOLATE,NOROESTE,3,11/04/2026,sábado
CHOCOLATE,ASA SUL,4,11/04/2026,sábado
CHOCOLATE,ASA NORTE,2,11/04/2026,sábado
CHOCOLATE,CONJ. NACIONAL,0,11/04/2026,sábado
CHOCOLATE,LOJINHA,3,11/04/2026,sábado
CHOCOLATE,SUDOESTE 1,7,11/04/2026,sábado
CHOCOLATE,SUDOESTE 2,0,11/04/2026,sábado
CHOCOLATE,GUARA,10,11/04/2026,sábado
CHOCOLATE,JARDIM,11,11/04/2026,sábado
CHOCOLATE,GILBERTO,3,11/04/2026,sábado
CHOCOLATE,BAHAMAS,2,11/04/2026,sábado
CHOCOLATE,CONTAINER,6,11/04/2026,sábado
CHOCOLATE,POSTO,16,11/04/2026,sábado
CHOCOLATE,ARNIQUEIRA,2,11/04/2026,sábado
CHOCOLATE,EPNB,2,11/04/2026,sábado
CHOCOLATE,GAMA,13,11/04/2026,sábado
CHOCOLATE,RECANTO,6,11/04/2026,sábado
CHOCOLATE,SAMAMBAIA,4,11/04/2026,sábado
CHOCOLATE,SAMAMBAIA SUL,9,11/04/2026,sábado
CHOCOLATE,PONTE ALTA,3,11/04/2026,sábado
CHOCOLATE,ALAMEDA,1,11/04/2026,sábado
CHOCOLATE,TAGUATINGA,13,11/04/2026,sábado
CHOCOLATE,CEILANDIA,6,11/04/2026,sábado
CHOCOLATE,VICENTE PIRES,5,11/04/2026,sábado
AMEIXA,QUADRA 1,1,11/04/2026,sábado
AMEIXA,CENTRAL,1,11/04/2026,sábado
AMEIXA,NOROESTE,0,11/04/2026,sábado
AMEIXA,ASA SUL,2,11/04/2026,sábado
AMEIXA,ASA NORTE,2,11/04/2026,sábado
AMEIXA,CONJ. NACIONAL,1,11/04/2026,sábado
AMEIXA,LOJINHA,0,11/04/2026,sábado
AMEIXA,SUDOESTE 1,2,11/04/2026,sábado
AMEIXA,SUDOESTE 2,2,11/04/2026,sábado
AMEIXA,GUARA,2,11/04/2026,sábado
AMEIXA,JARDIM,2,11/04/2026,sábado
AMEIXA,GILBERTO,1,11/04/2026,sábado
AMEIXA,BAHAMAS,0,11/04/2026,sábado
AMEIXA,CONTAINER,0,11/04/2026,sábado
AMEIXA,POSTO,2,11/04/2026,sábado
AMEIXA,ARNIQUEIRA,0,11/04/2026,sábado
AMEIXA,EPNB,0,11/04/2026,sábado
AMEIXA,GAMA,2,11/04/2026,sábado
AMEIXA,RECANTO,0,11/04/2026,sábado
AMEIXA,SAMAMBAIA,1,11/04/2026,sábado
AMEIXA,SAMAMBAIA SUL,0,11/04/2026,sábado
AMEIXA,PONTE ALTA,0,11/04/2026,sábado
AMEIXA,ALAMEDA,0,11/04/2026,sábado
AMEIXA,TAGUATINGA,2,11/04/2026,sábado
AMEIXA,CEILANDIA,1,11/04/2026,sábado
AMEIXA,VICENTE PIRES,1,11/04/2026,sábado
PRESTIGIO,QUADRA 1,0,11/04/2026,sábado
PRESTIGIO,CENTRAL,0,11/04/2026,sábado
PRESTIGIO,NOROESTE,0,11/04/2026,sábado
PRESTIGIO,ASA SUL,2,11/04/2026,sábado
PRESTIGIO,ASA NORTE,2,11/04/2026,sábado
PRESTIGIO,CONJ. NACIONAL,1,11/04/2026,sábado
PRESTIGIO,LOJINHA,1,11/04/2026,sábado
PRESTIGIO,SUDOESTE 1,0,11/04/2026,sábado
PRESTIGIO,SUDOESTE 2,1,11/04/2026,sábado
PRESTIGIO,GUARA,0,11/04/2026,sábado
PRESTIGIO,JARDIM,3,11/04/2026,sábado
PRESTIGIO,GILBERTO,0,11/04/2026,sábado
PRESTIGIO,BAHAMAS,0,11/04/2026,sábado
PRESTIGIO,CONTAINER,0,11/04/2026,sábado
PRESTIGIO,POSTO,1,11/04/2026,sábado
PRESTIGIO,ARNIQUEIRA,0,11/04/2026,sábado
PRESTIGIO,EPNB,1,11/04/2026,sábado
PRESTIGIO,GAMA,2,11/04/2026,sábado
PRESTIGIO,RECANTO,1,11/04/2026,sábado
PRESTIGIO,SAMAMBAIA,0,11/04/2026,sábado
PRESTIGIO,SAMAMBAIA SUL,0,11/04/2026,sábado
PRESTIGIO,PONTE ALTA,0,11/04/2026,sábado
PRESTIGIO,ALAMEDA,0,11/04/2026,sábado
PRESTIGIO,TAGUATINGA,2,11/04/2026,sábado
PRESTIGIO,CEILANDIA,1,11/04/2026,sábado
PRESTIGIO,VICENTE PIRES,0,11/04/2026,sábado
CHURROS,QUADRA 1,0,11/04/2026,sábado
CHURROS,CENTRAL,0,11/04/2026,sábado
CHURROS,NOROESTE,0,11/04/2026,sábado
CHURROS,ASA SUL,3,11/04/2026,sábado
CHURROS,ASA NORTE,1,11/04/2026,sábado
CHURROS,CONJ. NACIONAL,1,11/04/2026,sábado
CHURROS,LOJINHA,0,11/04/2026,sábado
CHURROS,SUDOESTE 1,2,11/04/2026,sábado
CHURROS,SUDOESTE 2,0,11/04/2026,sábado
CHURROS,GUARA,2,11/04/2026,sábado
CHURROS,JARDIM,2,11/04/2026,sábado
CHURROS,GILBERTO,0,11/04/2026,sábado
CHURROS,BAHAMAS,0,11/04/2026,sábado
CHURROS,CONTAINER,1,11/04/2026,sábado
CHURROS,POSTO,1,11/04/2026,sábado
CHURROS,ARNIQUEIRA,0,11/04/2026,sábado
CHURROS,EPNB,0,11/04/2026,sábado
CHURROS,GAMA,2,11/04/2026,sábado
CHURROS,RECANTO,1,11/04/2026,sábado
CHURROS,SAMAMBAIA,0,11/04/2026,sábado
CHURROS,SAMAMBAIA SUL,0,11/04/2026,sábado
CHURROS,PONTE ALTA,0,11/04/2026,sábado
CHURROS,ALAMEDA,0,11/04/2026,sábado
CHURROS,TAGUATINGA,2,11/04/2026,sábado
CHURROS,CEILANDIA,1,11/04/2026,sábado
CHURROS,VICENTE PIRES,0,11/04/2026,sábado
NINHO,QUADRA 1,2,11/04/2026,sábado
NINHO,CENTRAL,8,11/04/2026,sábado
NINHO,NOROESTE,9,11/04/2026,sábado
